State,Rule Type,Action Type,Description,Status,Effective Date,Link Text,URL,Hyperlink,Links,Notes,Entry Last Updated
Massachusetts,Legislation,Product,Bill would ban the sale and distribution of packaging that contains PFAS.,Pending,,Bill,https://malegislature.gov/Bills/193/HD3565,Bill,"<a href=""https://malegislature.gov/Bills/193/HD3565"" target=""_blank"" rel=""noopener"">Bill</a>",H 779 / S 572,3/14/2023
Massachusetts,Legislation,Product,"Bill would ban the sale of beverage containers, food ware, and food containers that contain PFAS.",Pending,,Bill,https://malegislature.gov/Bills/193/HD3854,Bill,"<a href=""https://malegislature.gov/Bills/193/HD3854"" target=""_blank"" rel=""noopener"">Bill</a>",H 767 / S 525,3/14/2023
Massachusetts,Legislation,Product,Bill would prohibit items from being classified as recyclable if they contain toxic substances such as PFAS.,Pending,,Bill,https://malegislature.gov/Bills/193/SD1691,Bill,"<a href=""https://malegislature.gov/Bills/193/SD1691"" target=""_blank"" rel=""noopener"">Bill</a>",S 471,3/14/2023
Massachusetts,Legislation,Product,Bill would ban food packaging with intentionally added PFAS.,Pending,,Bill,https://malegislature.gov/Bills/193/SD1912,Bill,"<a href=""https://malegislature.gov/Bills/193/SD1912"" target=""_blank"" rel=""noopener"">Bill</a>",S 1431,3/14/2023
Massachusetts,Legislation,Product,Bill would require written notice and explanation of PFAS in firefighter gear beginning in 2025. A full ban on PFAS in firefighting gear would go into effect in 2027.,Pending,,Bill,https://malegislature.gov/Bills/193/SD1507,Bill,"<a href=""https://malegislature.gov/Bills/193/SD1507"" target=""_blank"" rel=""noopener"">Bill</a>",S 1556 / H 2339,3/14/2023
Massachusetts,Legislation,Product,Bill would ban the sale of children's products containing PFAS.,Pending,,Bill,https://malegislature.gov/Bills/193/HD2081,Bill,"<a href=""https://malegislature.gov/Bills/193/HD2081"" target=""_blank"" rel=""noopener"">Bill</a>",H 318,3/14/2023
Massachusetts,Legislation,Environment,Bill would establish a voucher program for home water filtration equipment in municipalities where PFAS exceeds maximum contaminant levels (MCLs).,Pending,,Bill,https://malegislature.gov/Bills/193/HD3249,Bill,"<a href=""https://malegislature.gov/Bills/193/HD3249"" target=""_blank"" rel=""noopener"">Bill</a>",H 853,3/14/2023
Massachusetts,Legislation,Environment,"Bill would establish a PFAS Remediation Trust Fund to mitigate impacts of PFAS contamination. It would also ban intentionally added PFAS in food packaging, and a variety of products including cookware, fabric treatements, personal care products, rugs, carpets, and children's products. Additionally, establishes a registry of PFAS-containing products, as well as a PFAS awareness campaign. Also bans the use of PFAS in firefighting protective equipment.",Pending,,Bill,https://malegislature.gov/Bills/193/SD2053,Bill,"<a href=""https://malegislature.gov/Bills/193/SD2053"" target=""_blank"" rel=""noopener"">Bill</a>",S 1356 / H 2197,3/14/2023
Massachusetts,Legislation,Product,"Bill would establish a PFAS Research and Development Public Safety Fund to suport development, testing, and purchase of a PFAS-free moisture barrier that meets NFPA requirements for inclusion in firefighter turnout gear.",Pending,,Bill,https://malegislature.gov/Bills/193/HD2239,Bill,"<a href=""https://malegislature.gov/Bills/193/HD2239"" target=""_blank"" rel=""noopener"">Bill</a>",H 2317 / S 1559,3/14/2023
Massachusetts,Legislation,Product,Bill would require an outside research organization to study the effect of PFAS on agricultural products and other food.,Pending,,Bill,https://malegislature.gov/Bills/193/SD894,Bill,"<a href=""https://malegislature.gov/Bills/193/SD894"" target=""_blank"" rel=""noopener"">Bill</a>",S 588,3/14/2023
Massachusetts,Non-binding guidance,Product,Two state agencies launched a PFAS firefighting foam collection program in 2018 to collect and destroy legacy AFFF.,In effect,,State Website,https://www.mass.gov/info-details/per-and-polyfluoroalkyl-substances-pfas#take-back-program-for-legacy-firefighting-foam,State Website,"<a href=""https://www.mass.gov/info-details/per-and-polyfluoroalkyl-substances-pfas#take-back-program-for-legacy-firefighting-foam"" target=""_blank"" rel=""noopener"">State Website</a>","The program has collected more than 203,000 pounds (or more than 23,000 gallons) of firefighting foam as of February 2023.",2/14/2023
Massachusetts,Legislation,Unknown,Bill introduced relating to PFAS that doesn't include any details because the draft language is still being worked on.,Pending,,Bill,https://malegislature.gov/Bills/193/HD3308,Bill,"<a href=""https://malegislature.gov/Bills/193/HD3308"" target=""_blank"" rel=""noopener"">Bill</a>",HD 3308,1/26/2023
Massachusetts,Legislation,Environment,"Appropriations bill includes $100,000 to test and remediate PFAS in town of Princeton.",In effect,8/2/2022,Bill,https://malegislature.gov/Bills/192/H5050,Bill,"<a href=""https://malegislature.gov/Bills/192/H5050"" target=""_blank"" rel=""noopener"">Bill</a>","H 5050; Signed into law on Aug. 2, 2022",12/15/2022
Massachusetts,Legislation,Environment,"Appropriations bill revives a previously established interagency task force investigating PFAS contamination. The task force is continued until June 30, 2022, when a report on its findings is due.",In effect,4/4/2022,Bill Amendment,https://malegislature.gov/Bills/192/H4650,Bill Amendment,"<a href=""https://malegislature.gov/Bills/192/H4650"" target=""_blank"" rel=""noopener"">Bill Amendment</a>",H 4650; See also S. 2793,12/15/2022
Massachusetts,Legislation,Environment,Covid-19 appropriations act used federal funds to provide $2.15 million for PFAS remediation in two communities.,In effect,12/13/2021,Law,https://malegislature.gov/Bills/192/H4269,Law,"<a href=""https://malegislature.gov/Bills/192/H4269"" target=""_blank"" rel=""noopener"">Law</a>",H 4269,12/15/2022
Massachusetts,Legislation,Environment,Supplemental appropriations law provides multiple allocations for PFAS remediation.,In effect,11/3/2022,Law,https://malegislature.gov/Bills/192/H5374,Law,"<a href=""https://malegislature.gov/Bills/192/H5374"" target=""_blank"" rel=""noopener"">Law</a>","H 5374; Passed by the legislature Nov. 3, 2022",11/15/2022
Massachusetts,Legislation,Environment,Infrastructure spending bill includes $1.2 million for various towns' projects to remediate PFAS in drinking water.,In effect,8/4/2022,Bill,https://malegislature.gov/Bills/192/H5065,Bill,"<a href=""https://malegislature.gov/Bills/192/H5065"" target=""_blank"" rel=""noopener"">Bill</a>","H 5065; Signed into law Aug. 4, 2022",11/15/2022
Massachusetts,Non-binding guidance,Environment,The PFAS Interagency Task Force released its final report with suggested actions the commonwealth can take to protect public health and the environment. ,In effect,4/20/2022,Report,https://malegislature.gov/Reports/13148/PFAS%20Interagency%20Task%20Force%20Report.pdf,Report,"<a href=""https://malegislature.gov/Reports/13148/PFAS%20Interagency%20Task%20Force%20Report.pdf"" target=""_blank"" rel=""noopener"">Report</a>","Recommendations included funding for PFAS detection/remediation, phasing out PFAS in consumer products, expanding regulations, and more support for firefighters.",6/1/2022
Massachusetts,Legislation,Environment,"Interagency task force created to review and investigate water and soil contamination of per- and polyfluoroalkyl substances across the commonwealth. Report on findings due to the legislature by Dec. 31, 2021.",In effect,12/11/2020,Law,https://malegislature.gov/Laws/SessionLaws/Acts/2020/Chapter227,Law,"<a href=""https://malegislature.gov/Laws/SessionLaws/Acts/2020/Chapter227"" target=""_blank"" rel=""noopener"">Law</a>","H 5164; See Section 98 of the Act; Final report submitted on April 20, 2022.",6/1/2022
Massachusetts,Binding,Environment,"All PFAS substances with a ""perfluoroalkyl moiety with three or more carbons"" or a ""perfluoroalkylether moiety with two or more carbons"" are added to the state's Toxic or Hazardous Substance List under a new category of ""PFAS Not Otherwise Listed."" Companies in Massachusetts that make or use large amounts of certain PFAS must track and report that work.",In effect,12/24/2021,Letter announcing adoption,https://aboutblaw.com/0PT,Letter announcing adoption,"<a href=""https://aboutblaw.com/0PT"" target=""_blank"" rel=""noopener"">Letter announcing adoption</a>","Adopted Dec. 7, 2021, to take effect Jan. 1, 2022. Usage report for 2022 due July 1, 2023.",1/3/2022
Massachusetts,Binding,Environment,Requires all public drinking water systems to regularly test for six PFAS substances and set a maximum containment level of 20 ppt. Replacement or remediation of water would be required at or above that threshold.,Pending,10/1/2021,Regulation,https://www.mass.gov/regulations/310-CMR-22-the-massachusetts-drinking-water-regulations#proposed-amendments-public-comment,Regulation,"<a href=""https://www.mass.gov/regulations/310-CMR-22-the-massachusetts-drinking-water-regulations#proposed-amendments-public-comment"" target=""_blank"" rel=""noopener"">Regulation</a>",,9/24/2020
Massachusetts,Legislation,Environment,Supplemental appropriation of $4.2 million for testing and treatment of PFAS contamination in drinking water. ,In effect,3/4/2020,Law,https://www.bloomberglaw.com/product/blaw/document/X1I9SJ78000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X1I9SJ78000000"" target=""_blank"" rel=""noopener"">Law</a>",,7/13/2020
Massachusetts,Binding,Environment,"Added a new certification category to laboratories to analyze drinking water for Per-and Polyfluoroalkyl Substances (PFAS), and specified the approved methods that certified laboratories must use for PFAS analysis in drinking water.",In effect,6/12/2020,Regulation,https://www.bloomberglaw.com/product/blaw/document/X2SSVHLH8G10GOO6ADGG0060GHD,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X2SSVHLH8G10GOO6ADGG0060GHD"" target=""_blank"" rel=""noopener"">Regulation</a>",,6/17/2020
Massachusetts,Binding,Environment,"Added PFDA, PFHpA, PFHxS, PFOA, PFOS, and PFNA to state's list of toxic chemicals that must be tested for in groundwater or soil near contaminated sites. Remediation required if PFAS substances found alone or in combination at 20 ppt or greater.",In effect,12/27/2019,Regulation,https://www.bloomberglaw.com/product/blaw/document/X1PV3B2H0211288KPDG942211PD,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X1PV3B2H0211288KPDG942211PD"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/26/2020
Massachusetts,Legislation,Environment,$24 million earmarked in state supplemental funding bill for municipalities to test and remediate drinking water.,In effect,12/13/2019,Law,https://www.bloomberglaw.com/product/blaw/document/X6L9O8E4000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X6L9O8E4000000"" target=""_blank"" rel=""noopener"">Law</a>",Press Release on Funding: https://www.mass.gov/news/baker-polito-administration-develops-drinking-water-standards-invests-24-million-for-water,5/26/2020
Michigan,Legislation,Environment,Resolution would urge the Department of Natural Resources to deny the Michigan National Guard's request to expand the Camp Grayling Joint Maneuver Training Center given issues including the presense of PFAS substances.,Pending,,Bill,http://www.legislature.mi.gov/documents/2023-2024/resolutionintroduced/House/pdf/2023-HIR-0071.pdf,Bill,"<a href=""http://www.legislature.mi.gov/documents/2023-2024/resolutionintroduced/House/pdf/2023-HIR-0071.pdf"" target=""_blank"" rel=""noopener"">Bill</a>",HR 71 / SR 32,4/25/2023
Michigan,Legislation,Environment,"Appropriations law allocated $15 million for PFAS remediation at a former industrial site. The law also calls for at least $18 million of the Department of Environment, Great Lakes, and Energy's budget to provide drinking water assistance to remove or reduce PFAS.",In effect,3/30/2022,Law,http://legislature.mi.gov/doc.aspx?2021-SB-0565,Law,"<a href=""http://legislature.mi.gov/doc.aspx?2021-SB-0565"" target=""_blank"" rel=""noopener"">Law</a>","SB 565; Signed into law on March 30, 2022",2/14/2023
Michigan,Binding,Product,Rule implements law banning PFAS-containing firefighting foam for testing or training. It also establishes best practices/mandatory reporting procedures when such foam is discharged per previously passed law.,In effect,6/21/2022,Final Rule,https://www.michigan.gov/lara/-/media/Project/Websites/lara/moahr/ARD/2022-Michigan-Register/MR12_071522.pdf?rev=354c46aa43c446718c3b509ec1123015,Final Rule,"<a href=""https://www.michigan.gov/lara/-/media/Project/Websites/lara/moahr/ARD/2022-Michigan-Register/MR12_071522.pdf?rev=354c46aa43c446718c3b509ec1123015"" target=""_blank"" rel=""noopener"">Final Rule</a>",R 408.17401,8/1/2022
Michigan,Binding,Environment,Added existing limits on PFAS in public drinking water supplies to groundwater celan-up rules.,Pending,,Notice,"https://www.michigan.gov/mienvironment/0,9349,7-385-93394-578933--,00.html",Notice,"<a href=""https://www.michigan.gov/mienvironment/0,9349,7-385-93394-578933--,00.html"" target=""_blank"" rel=""noopener"">Notice</a>",Link to updated rule,4/6/2022
Michigan,Binding,Environment,"Established PFAS cleanup standards that align with maximum contaminant levels for PFNA, PFHxA, PFHxS, PFBS, and HFPO-DA (also known as GenX).",In effect,12/21/2020,Bulletin,https://content.govdelivery.com/accounts/MIDEQ/bulletins/2b24113,Bulletin,"<a href=""https://content.govdelivery.com/accounts/MIDEQ/bulletins/2b24113"" target=""_blank"" rel=""noopener"">Bulletin</a>",,12/21/2020
Michigan,Binding,Environment,"Established maximum contaminant levels for PFNA, PFOA, PFHxA, PFOS, PFHxS, PFBS, and HFPO-DA (also known as GenX).",In effect,8/3/2020,Regulation,https://ars.apps.lara.state.mi.us/AdminCode/DeptBureauAdminCode?Department=Environment%2C%20Great%20Lakes%20and%20Energy&Bureau=Drinking%20Water%20and%20Environmental%20Health%20Division,Regulation,"<a href=""https://ars.apps.lara.state.mi.us/AdminCode/DeptBureauAdminCode?Department=Environment%2C%20Great%20Lakes%20and%20Energy&Bureau=Drinking%20Water%20and%20Environmental%20Health%20Division"" target=""_blank"" rel=""noopener"">Regulation</a>",Press Release,10/29/2020
